Store Name,Store Number,Store Complex,Address,City,State,Zip,Phone Number,chain,zip,NAME,median_income,total_population,median_age,pop_25plus,bachelors,masters,doctorate,college_plus,college_plus_pct
Whole Foods Market,silverlake,,2520 Glendale Boulevard,Los Angeles,CA,90039.0,+1 323-378-3891,Whole Foods,90039,ZCTA5 90039,108338.0,28244.0,41.4,22804.0,8585.0,2857.0,485.0,11927.0,52.3
Whole Foods Market,losgatos,,15890 Los Gatos Boulevard,Los Gatos,CA,95032.0,+1 408-358-4434,Whole Foods,95032,ZCTA5 95032,185822.0,27678.0,44.6,19562.0,7436.0,5052.0,1032.0,13520.0,69.1
Whole Foods Market,malibu,,23401 Civic Center Way,Malibu,CA,90265.0,+1 424-425-7351,Whole Foods,90265,ZCTA5 90265,186264.0,16652.0,49.7,12247.0,4387.0,2156.0,688.0,7231.0,59.0
Whole Foods Market,millvalley,,414 Miller Avenue,Mill Valley,CA,94941.0,+1 415-381-1200,Whole Foods,94941,ZCTA5 94941,206580.0,32190.0,46.0,22695.0,8620.0,5507.0,1074.0,15201.0,67.0
Whole Foods Market,blithedale,,731 East Blithedale Avenue,Mill Valley,CA,94941.0,+1 415-381-3900,Whole Foods,94941,ZCTA5 94941,206580.0,32190.0,46.0,22695.0,8620.0,5507.0,1074.0,15201.0,67.0
Whole Foods Market,monterey,,800 Del Monte Center,Monterey,CA,93940.0,+1 831-333-1600,Whole Foods,93940,ZCTA5 93940,103946.0,31513.0,42.0,24621.0,6857.0,4649.0,888.0,12394.0,50.3
Whole Foods Market,napa,,3682 Bel Aire Plaza,Napa,CA,94558.0,+1 707-224-6300,Whole Foods,94558,ZCTA5 94558,110397.0,65084.0,44.3,47409.0,11517.0,4011.0,685.0,16213.0,34.2
Whole Foods Market,newport,,415 Newport Center Drive East,Newport Beach,CA,92660.0,+1 949-999-8572,Whole Foods,92660,ZCTA5 92660,152700.0,35926.0,45.0,26520.0,11104.0,4116.0,606.0,15826.0,59.7
Whole Foods Market,novato,,790 De Long Avenue,Novato,CA,94945.0,+1 415-878-0455,Whole Foods,94945,ZCTA5 94945,115000.0,17309.0,51.8,13220.0,4546.0,1187.0,404.0,6137.0,46.4
Whole Foods Market,temescal,,5101;5179;5199 Telegraph Avenue,Oakland,CA,94609.0,+1 510-903-2222,Whole Foods,94609,ZCTA5 94609,107242.0,25175.0,35.4,19460.0,6501.0,3593.0,827.0,10921.0,56.1
Whole Foods Market,oakland,,230 Bay Place,Oakland,CA,94612.0,+1 510-834-9800,Whole Foods,94612,ZCTA5 94612,76953.0,17742.0,37.8,14926.0,4822.0,2301.0,415.0,7538.0,50.5
Whole Foods Market,oxnard,,650 Town Center Drive,Oxnard,CA,93036.0,+1-805-751-4300,Whole Foods,93036,ZCTA5 93036,93481.0,46959.0,34.6,30569.0,4725.0,2017.0,252.0,6994.0,22.9
Whole Foods Market,palmdesert,,East Palm Canyon Drive,Palm Desert,CA,92260.0,+1 760-797-8200,Whole Foods,92260,ZCTA5 92260,68750.0,31039.0,57.0,24584.0,6333.0,2342.0,385.0,9060.0,36.9
Whole Foods Market,paloalto,,774 Emerson Street,Palo Alto,CA,94301.0,+1 650-326-8676,Whole Foods,94301,ZCTA5 94301,217611.0,17259.0,45.9,12829.0,3755.0,3772.0,1704.0,9231.0,72.0
Whole Foods Market,pasadena,,3751 East Foothill Boulevard,Pasadena,CA,91107.0,+1 626-351-5994,Whole Foods,91107,ZCTA5 91107,120822.0,32581.0,42.8,24950.0,7623.0,4244.0,1001.0,12868.0,51.6
Whole Foods Market,arroyo,,465 South Arroyo Parkway,Pasadena,CA,91105.0,+1 626-204-2266,Whole Foods,91105,ZCTA5 91105,163253.0,12692.0,47.0,10182.0,3693.0,2445.0,394.0,6532.0,64.2
Whole Foods Market,petaluma,,621 East Washington Street,Petaluma,CA,94952.0,+1 707-762-9352,Whole Foods,94952,ZCTA5 94952,110739.0,33519.0,42.9,24981.0,7427.0,2984.0,490.0,10901.0,43.6
Whole Foods Market,playavista,,12746 West Jefferson Boulevard,Playa Vista,CA,90094.0,+1 310-862-9900,Whole Foods,90094,ZCTA5 90094,156536.0,11891.0,36.7,9103.0,3901.0,2657.0,524.0,7082.0,77.8
Whole Foods Market,porterranch,,20209 Rinaldi Street,Porter Ranch,CA,91326.0,+1 818-363-3933,Whole Foods,91326,ZCTA5 91326,142170.0,36503.0,44.1,26609.0,8557.0,3849.0,837.0,13243.0,49.8
Whole Foods Market,redondobeach,,405 Pacific Coast Highway,Redondo Beach,CA,90277.0,+1 310-376-6931,Whole Foods,90277,ZCTA5 90277,120008.0,36339.0,44.5,27780.0,10914.0,5431.0,860.0,17205.0,61.9
Whole Foods Market,redwoodcity,,1250 Jefferson Avenue,Redwood City,CA,94062.0,+1 650-367-1400,Whole Foods,94062,ZCTA5 94062,230391.0,26531.0,44.6,19320.0,6333.0,4261.0,1180.0,11774.0,60.9
Whole Foods Market,roseville,,1001 Galleria Boulevard,Roseville,CA,95678.0,+1 916-781-5300,Whole Foods,95678,ZCTA5 95678,96178.0,45210.0,37.2,31686.0,9123.0,2323.0,174.0,11620.0,36.7
Whole Foods Market,sacramento,,4315 Arden Way,Sacramento,CA,95864.0,+1 916-488-2800,Whole Foods,95864,ZCTA5 95864,123535.0,25728.0,43.8,18180.0,5400.0,2327.0,608.0,8335.0,45.8
Whole Foods Market,sandiego,,711 University Avenue,San Diego,CA,92103.0,+1 619-294-2800,Whole Foods,92103,ZCTA5 92103,94210.0,34296.0,42.1,29686.0,10327.0,5172.0,1391.0,16890.0,56.9
Whole Foods Market,soma,,399 4th Street,San Francisco,CA,94107.0,+1 415-618-0066,Whole Foods,94107,ZCTA5 94107,176788.0,30340.0,35.8,25466.0,9735.0,6547.0,1332.0,17614.0,69.2
Whole Foods Market,franklin,,1765 California Street,San Francisco,CA,94109.0,+1 415-674-0500,Whole Foods,94109,ZCTA5 94109,108691.0,56333.0,37.4,49217.0,19183.0,9161.0,1642.0,29986.0,60.9
Whole Foods Market,ocean,,1150 Ocean Avenue,San Francisco,CA,94112.0,+1 415-333-7400,Whole Foods,94112,ZCTA5 94112,120731.0,80880.0,43.0,62220.0,15722.0,4346.0,960.0,21028.0,33.8
Whole Foods Market,2001marketstreet,,2001 Market Street,San Francisco,CA,94114.0,+1 415-626-1430,Whole Foods,94114,ZCTA5 94114,184671.0,33858.0,42.0,28892.0,11649.0,7113.0,1761.0,20523.0,71.0
Whole Foods Market,potrerohill,,450 Rhode Island Street,San Francisco,CA,94107.0,+1 415-552-1155,Whole Foods,94107,ZCTA5 94107,176788.0,30340.0,35.8,25466.0,9735.0,6547.0,1332.0,17614.0,69.2
Whole Foods Market,stonestown,,3251 20th Avenue,San Francisco,CA,94132.0,+1 415-375-4242,Whole Foods,94132,ZCTA5 94132,104537.0,27641.0,38.9,19400.0,7157.0,2427.0,746.0,10330.0,53.2
Whole Foods Market,noevalley,,3950 24th Street,San Francisco,CA,94114.0,+1 415-282-4700,Whole Foods,94114,ZCTA5 94114,184671.0,33858.0,42.0,28892.0,11649.0,7113.0,1761.0,20523.0,71.0
Whole Foods Market,haightstreet,,690 Stanyan Street,San Francisco,CA,94117.0,+1 415-876-6740,Whole Foods,94117,ZCTA5 94117,190444.0,39496.0,34.5,32817.0,15523.0,6885.0,1365.0,23773.0,72.4
Whole Foods Market,ALM,,777 The Alameda,San Jose,CA,95126.0,+1-408-207-1126,Whole Foods,95126,ZCTA5 95126,121520.0,36996.0,34.8,27483.0,8448.0,4764.0,928.0,14140.0,51.4
Whole Foods Market,blossomhill,,1146 Blossom Hill Road,San Jose,CA,95118.0,+1 408-266-3700,Whole Foods,95118,ZCTA5 95118,142563.0,32827.0,39.3,22447.0,6790.0,3707.0,695.0,11192.0,49.9
Whole Foods Market,sanluisobispo,,1531 Froom Ranch Way,San Luis Obispo,CA,93405.0,+1 805-785-0194,Whole Foods,93405,ZCTA5 93405,48388.0,24991.0,22.7,9279.0,2645.0,1288.0,383.0,4316.0,46.5
Whole Foods Market,sanmateo,,1010 Park Place,San Mateo,CA,94403.0,+1 650-358-6900,Whole Foods,94403,ZCTA5 94403,171213.0,43858.0,38.5,32567.0,11187.0,5905.0,1416.0,18508.0,56.8
Whole Foods Market,sanrafael,,340 3rd Street,San Rafael,CA,94901.0,+1 415-451-6333,Whole Foods,94901,ZCTA5 94901,113294.0,40927.0,42.3,29151.0,8456.0,3773.0,735.0,12964.0,44.5
Whole Foods Market,ram,,100 Sunset Drive,San Ramon,CA,94583.0,+1 925-355-9000,Whole Foods,94583,ZCTA5 94583,178212.0,39758.0,40.5,26658.0,9605.0,5383.0,963.0,15951.0,59.8
Whole Foods Market,santabarbara,,3761 State Street,Santa Barbara,CA,93105.0,+1-805-837-6959,Whole Foods,93105,ZCTA5 93105,130325.0,26482.0,46.4,20195.0,6989.0,3342.0,815.0,11146.0,55.2
Whole Foods Market,santaclara,,2732 Augustine Drive,Santa Clara,CA,95054.0,+1 408-562-9162,Whole Foods,95054,ZCTA5 95054,194316.0,24444.0,33.9,17985.0,5498.0,5361.0,963.0,11822.0,65.7
Whole Foods Market,val,,24130 Valencia Boulevard,Santa Clarita,CA,91355.0,+1 661-260-2377,Whole Foods,91355,ZCTA5 91355,109752.0,30289.0,42.3,21773.0,7153.0,2229.0,566.0,9948.0,45.7
Whole Foods Market,santacruz,,911 Soquel Avenue,Santa Cruz,CA,95062.0,+1 831-426-9901,Whole Foods,95062,ZCTA5 95062,101291.0,36369.0,41.5,27349.0,7919.0,4079.0,767.0,12765.0,46.7
Whole Foods Market,santamonicapico,,2121 Cloverfield Boulevard,Santa Monica,CA,90404.0,+1 310-752-1155,Whole Foods,90404,ZCTA5 90404,87209.0,23975.0,38.6,18114.0,6513.0,2596.0,489.0,9598.0,53.0
Whole Foods Market,santamonica,,2201 Wilshire Boulevard,Santa Monica,CA,90403.0,+1 310-315-0662,Whole Foods,90403,ZCTA5 90403,123391.0,24092.0,44.5,20036.0,7869.0,3661.0,1024.0,12554.0,62.7
Whole Foods Market,montanaave,,1425 Montana Avenue,Santa Monica,CA,90403.0,+1 310-576-4707,Whole Foods,90403,ZCTA5 90403,123391.0,24092.0,44.5,20036.0,7869.0,3661.0,1024.0,12554.0,62.7
Whole Foods Market,coddingtown,,390 Coddingtown Mall,Santa Rosa,CA,95401.0,+1 707-542-7411,Whole Foods,95401,ZCTA5 95401,88439.0,36905.0,39.2,26691.0,4764.0,2199.0,206.0,7169.0,26.9
Whole Foods Market,santarosa,,1181 Yulupa Avenue,Santa Rosa,CA,95405.0,+1 707-575-7915,Whole Foods,95405,ZCTA5 95405,111358.0,23748.0,43.6,17519.0,5118.0,2058.0,278.0,7454.0,42.5
Whole Foods Market,sebastopol,,6910 McKinley Street,Sebastopol,CA,95472.0,+1 707-829-9801,Whole Foods,95472,ZCTA5 95472,108685.0,28443.0,51.4,22281.0,6068.0,3002.0,520.0,9590.0,43.0
Whole Foods Market,shermanoakseast,,12905 Riverside Drive,Sherman Oaks,CA,91423.0,+1 818-853-8600,Whole Foods,91423,ZCTA5 91423,104205.0,31787.0,40.1,25098.0,10053.0,3178.0,674.0,13905.0,55.4
Whole Foods Market,shermanoaks-west,,4520 Sepulveda Boulevard,Sherman Oaks,CA,91403.0,+1 818-382-3700,Whole Foods,91403,ZCTA5 91403,107970.0,25887.0,39.4,20193.0,7661.0,3333.0,739.0,11733.0,58.1
Whole Foods Market,sherman-oaks,,14311 Ventura Boulevard,Sherman Oaks,CA,91423.0,+1 818-528-8030,Whole Foods,91423,ZCTA5 91423,104205.0,31787.0,40.1,25098.0,10053.0,3178.0,674.0,13905.0,55.4
Whole Foods Market,sonoma,,201 West Napa Street,Sonoma,CA,95476.0,+1 707-938-8500,Whole Foods,95476,ZCTA5 95476,100734.0,36386.0,52.0,28264.0,6429.0,3240.0,426.0,10095.0,35.7
Whole Foods Market,southlaketahoe,,3600 Lake Tahoe Boulevard,South Lake Tahoe,CA,96150.0,+1 530-578-4555,Whole Foods,96150,ZCTA5 96150,76980.0,29457.0,40.0,22169.0,5701.0,1506.0,282.0,7489.0,33.8
Whole Foods Market,sunnyvale,,150 East McKinley Avenue,Sunnyvale,CA,94086.0,+1 408-419-1290,Whole Foods,94086,ZCTA5 94086,171265.0,49217.0,33.1,36897.0,11539.0,11394.0,2105.0,25038.0,67.9
Whole Foods Market,thousandoaks,,740 North Moorpark Road,Thousand Oaks,CA,91360.0,+1 805-777-4730,Whole Foods,91360,ZCTA5 91360,111095.0,42444.0,43.1,29905.0,7946.0,3391.0,691.0,12028.0,40.2
Whole Foods Market,torrance,,2655 Pacific Coast Highway,Torrance,CA,90505.0,+1 310-257-8700,Whole Foods,90505,ZCTA5 90505,108857.0,36214.0,44.0,25705.0,9662.0,3754.0,638.0,14054.0,54.7
Whole Foods Market,tustin,,2847 Park Avenue,Tustin,CA,92782.0,+1 714-566-7650,Whole Foods,92782,ZCTA5 92782,139505.0,29838.0,39.6,20546.0,7632.0,4323.0,506.0,12461.0,60.6
Whole Foods Market,upland,,2153 West Baseline Road,Upland,CA,91784.0,+1 909-579-2670,Whole Foods,91784,ZCTA5 91784,145496.0,26116.0,46.8,18959.0,5241.0,2426.0,514.0,8181.0,43.2
Whole Foods Market,venice,,225 Lincoln Boulevard,Venice,CA,90291.0,+1 310-566-9480,Whole Foods,90291,ZCTA5 90291,111610.0,25656.0,39.6,21267.0,9237.0,3383.0,649.0,13269.0,62.4
Whole Foods Market,ygnaciovalleyroad,,2941 Ygnacio Valley Road,Walnut Creek,CA,94598.0,+1 925-269-9010,Whole Foods,94598,ZCTA5 94598,185995.0,26346.0,46.4,19921.0,8104.0,4191.0,764.0,13059.0,65.6
Whole Foods Market,walnutcreek,,1333 Newell Avenue,Walnut Creek,CA,94596.0,+1 925-274-9700,Whole Foods,94596,ZCTA5 94596,135422.0,23795.0,38.0,17888.0,6681.0,3991.0,753.0,11425.0,63.9
Whole Foods Market,westhollywood,,7871 Santa Monica Boulevard,West Hollywood,CA,90046.0,+1 323-848-4200,Whole Foods,90046,ZCTA5 90046,87339.0,48170.0,39.2,42309.0,17768.0,5282.0,1292.0,24342.0,57.5
Whole Foods Market,woodlandhills,,21347 Ventura Boulevard,Woodland Hills,CA,91364.0,+1 818-610-0000,Whole Foods,91364,ZCTA5 91364,128306.0,28765.0,42.4,21103.0,6887.0,2975.0,573.0,10435.0,49.4
Whole Foods Market,roaringfork,,340 Reed Street,Basalt,CO,81621.0,+1 970-927-1500,Whole Foods,81621,ZCTA5 81621,101786.0,5869.0,47.3,4670.0,1832.0,618.0,15.0,2465.0,52.8
Whole Foods Market,boulder,,2905 Pearl Street,Boulder,CO,80301.0,+1 303-545-6611,Whole Foods,80301,ZCTA5 80301,88846.0,24593.0,37.8,18827.0,6978.0,4282.0,1099.0,12359.0,65.6
Whole Foods Market,bouldertablemesa,,695 South Broadway,Boulder,CO,80305.0,+1 303-376-6980,Whole Foods,80305,ZCTA5 80305,114344.0,16280.0,36.8,10770.0,4072.0,2811.0,1504.0,8387.0,77.9
Whole Foods Market,idealmarket,,1275 Alpine Avenue,Boulder,CO,80304.0,+1 303-443-1354,Whole Foods,80304,ZCTA5 80304,111638.0,25617.0,41.4,18871.0,6331.0,5219.0,1352.0,12902.0,68.4
Whole Foods Market,castlerock,,6384 Promenade Parkway,Castle Rock,CO,80108.0,+1 720-673-4700,Whole Foods,80108,ZCTA5 80108,173018.0,33259.0,41.2,22374.0,9658.0,3592.0,726.0,13976.0,62.5
Whole Foods Market,southglenn,,6853 South York Street,Centennial,CO,80122.0,+1-303-996-3660,Whole Foods,80122,ZCTA5 80122,116551.0,31650.0,43.8,23155.0,9166.0,4127.0,470.0,13763.0,59.4
Whole Foods Market,6670,,7635 North Academy Boulevard,Colorado Springs,CO,80920.0,+1-719-531-9999,Whole Foods,80920,ZCTA5 80920,109098.0,38727.0,36.5,25583.0,7869.0,4729.0,517.0,13115.0,51.3
Whole Foods Market,tamarac,,7400 East Hampden Avenue,Denver,CO,80231.0,+1 303-488-2000,Whole Foods,80231,ZCTA5 80231,75282.0,34484.0,34.8,24943.0,8400.0,3278.0,558.0,12236.0,49.1
Whole Foods Market,unionstation,,1757 Wewatta Street,Denver,CO,80202.0,+1 720-572-8800,Whole Foods,80202,ZCTA5 80202,104424.0,18180.0,33.5,14887.0,7388.0,2171.0,477.0,10036.0,67.4
Whole Foods Market,washingtonpark,,1111 South Washington Street,Denver,CO,80209.0,+1 303-733-6201,Whole Foods,80209,ZCTA5 80209,106880.0,25180.0,37.3,21162.0,10032.0,4561.0,814.0,15407.0,72.8
Whole Foods Market,idealmarketdenver,,900 East 11th Avenue,Denver,CO,80218.0,+1 720-643-1750,Whole Foods,80218,ZCTA5 80218,80587.0,18679.0,36.0,16439.0,7871.0,2466.0,413.0,10750.0,65.4
Whole Foods Market,cherrycreek,,2375 East 1st Avenue,Denver,CO,80206.0,+1 720-941-4100,Whole Foods,80206,ZCTA5 80206,101069.0,24903.0,37.4,21014.0,8629.0,4555.0,1146.0,14330.0,68.2
Whole Foods Market,fortcollins,,2201 South College Avenue,Fort Collins,CO,80525.0,+1 970-267-9200,Whole Foods,80525,ZCTA5 80525,88788.0,55315.0,36.5,38622.0,12729.0,6985.0,1667.0,21381.0,55.4
Whole Foods Market,frisco,,261 Lusher Court,Frisco,CO,80443.0,+1-970-668-9400,Whole Foods,80443,ZCTA5 80443,94868.0,4118.0,47.8,3146.0,1075.0,573.0,0.0,1648.0,52.4
Whole Foods Market,coloradoblvd,,870 South Colorado Boulevard,Glendale,CO,80246.0,+1 303-691-0101,Whole Foods,80246,ZCTA5 80246,63743.0,13067.0,32.5,10150.0,3675.0,1347.0,236.0,5258.0,51.8
Whole Foods Market,highlandsranch,,9366 South Colorado Boulevard,Highlands Ranch,CO,80126.0,+1 303-470-6003,Whole Foods,80126,ZCTA5 80126,157892.0,43691.0,41.8,29295.0,11574.0,6421.0,683.0,18678.0,63.8
Whole Foods Market,belmar,,444 South Wadsworth Boulevard,Lakewood,CO,80226.0,+1-303-935-5000,Whole Foods,80226,ZCTA5 80226,75967.0,32063.0,36.3,22707.0,5413.0,2101.0,323.0,7837.0,34.5
Whole Foods Market,,,14225 West Colfax Avenue,Lakewood,CO,80401.0,+1-303-277-1339,Whole Foods,80401,ZCTA5 80401,109273.0,42777.0,39.2,30248.0,9005.0,5507.0,1224.0,15736.0,52.0
Whole Foods Market,governorsranch,,5155 South Wadsworth Boulevard,Littleton,CO,80123.0,+1 303-586-5220,Whole Foods,80123,ZCTA5 80123,102722.0,45388.0,41.0,33774.0,11468.0,4566.0,656.0,16690.0,49.4
Whole Foods Market,longmont,,1250 South Hover Road,Longmont,CO,80501.0,+1 720-438-2550,Whole Foods,80501,ZCTA5 80501,77327.0,43222.0,37.3,30429.0,7644.0,3017.0,582.0,11243.0,36.9
Whole Foods Market,,,8665 Kings Point Way,Parker,CO,80138.0,,Whole Foods,80138,ZCTA5 80138,137273.0,36113.0,39.8,23823.0,7410.0,3211.0,215.0,10836.0,45.5
Whole Foods Market,superior,,303 Marshall Road,Superior,CO,80027.0,+1 720-274-1415,Whole Foods,80027,ZCTA5 80027,139412.0,34161.0,39.2,23013.0,8337.0,5141.0,1351.0,14829.0,64.4
Whole Foods Market,bradburn,,4451 Main Street,Westminster,CO,80031.0,+1 303-439-7000,Whole Foods,80031,ZCTA5 80031,102323.0,36274.0,40.3,26938.0,7624.0,3280.0,389.0,11293.0,41.9
Whole Foods Market,avonvillage,,50 Climax Road,Avon,CT,6001.0,+1 860-777-2070,Whole Foods,,,,,,,,,,,
Whole Foods Market,danbury,,5 Sugar Hollow Road,Danbury,CT,6810.0,+1 203-730-0599,Whole Foods,,,,,,,,,,,
Whole Foods Market,darien,,150 Ledge Road,Darien,CT,6820.0,+1 203-662-0577,Whole Foods,,,,,,,,,,,
Whole Foods Market,fairfield,,350 Grasmere Avenue,Fairfield,CT,6824.0,+1 203-319-9544,Whole Foods,,,,,,,,,,,
Whole Foods Market,glastonbury,,55 Welles Street,Glastonbury,CT,6033.0,+1 860-652-9800,Whole Foods,,,,,,,,,,,
Whole Foods Market,greenwich,,90 East Putnam Avenue,Greenwich,CT,6830.0,+1 203-661-0631,Whole Foods,,,,,,,,,,,
Whole Foods Market,milford,,1686 Boston Post Road,Milford,CT,6460.0,+1 203-874-0883,Whole Foods,,,,,,,,,,,
Whole Foods Market,,,Evergreen Way,South Windsor,CT,6074.0,+1 860-474-4100,Whole Foods,,,,,,,,,,,
Whole Foods Market,,,Long Ridge Road,Stamford,CT,6905.0,,Whole Foods,,,,,,,,,,,
Whole Foods Market,westhartford,,50 Raymond Road,West Hartford,CT,6107.0,+1 860-523-8500,Whole Foods,,,,,,,,,,,
Whole Foods Market,bishopscorner,,340 North Main Street,West Hartford,CT,6117.0,+1 860-523-7174,Whole Foods,,,,,,,,,,,
Whole Foods Market,westport,,399 Post Road West,Westport,CT,6880.0,+1 203-227-6858,Whole Foods,,,,,,,,,,,
Whole Foods Market,pstreet,,1440 P Street Northwest,Washington,DC,20005.0,+1 202-332-4300,Whole Foods,20005,ZCTA5 20005,109147.0,13014.0,35.0,11099.0,3469.0,3390.0,286.0,7145.0,64.4
Whole Foods Market,tenley,,4530 40th Street Northwest,Washington,DC,20016.0,+1 202-237-5800,Whole Foods,20016,ZCTA5 20016,169489.0,32570.0,42.2,21608.0,5351.0,7149.0,2360.0,14860.0,68.8
Whole Foods Market,hstreet,,600 H Street Northeast,Washington,DC,20002.0,+1 202-469-7410,Whole Foods,20002,ZCTA5 20002,107130.0,70043.0,33.5,51825.0,15837.0,12470.0,1823.0,30130.0,58.1
Whole Foods Market,southcapitolhill,,101 H Street Southeast,Washington,DC,20003.0,+1 202-469-7280,Whole Foods,20003,ZCTA5 20003,155054.0,34585.0,34.4,28060.0,9533.0,8141.0,1371.0,19045.0,67.9
Whole Foods Market,floridaavenue,,967 Florida Avenue Northwest,Washington,DC,20001.0,+1 202-519-3400,Whole Foods,20001,ZCTA5 20001,133211.0,44056.0,33.1,35139.0,11557.0,9202.0,1191.0,21950.0,62.5
Whole Foods Market,historicwalterreed,,7150 12th Street Northwest,Washington,DC,20012.0,+1 202-846-6680,Whole Foods,20012,ZCTA5 20012,110375.0,17637.0,39.6,12040.0,2676.0,2895.0,456.0,6027.0,50.1
Whole Foods Market,gloverpark,,2323 Wisconsin Avenue Northwest,Washington,DC,20007.0,+1 202-747-5570,Whole Foods,20007,ZCTA5 20007,145048.0,23797.0,38.4,17845.0,5388.0,5762.0,1773.0,12923.0,72.4
Whole Foods Market,foggybottom,,2201 I Street Northwest,Washington,DC,20037.0,+1 202-296-1660,Whole Foods,20037,ZCTA5 20037,94820.0,11833.0,31.1,8207.0,2403.0,2586.0,754.0,5743.0,70.0
Whole Foods Market,altamontesprings,,305 East Altamonte Drive,Altamonte Springs,FL,32701.0,+1 407-767-2100,Whole Foods,32701,ZCTA5 32701,61404.0,24551.0,38.6,18635.0,4762.0,1273.0,199.0,6234.0,33.5
Whole Foods Market,aventura,,21105 Biscayne Boulevard,Aventura,FL,33180.0,+1 305-682-4400,Whole Foods,33180,ZCTA5 33180,84490.0,32881.0,47.8,24598.0,7841.0,3714.0,497.0,12052.0,49.0
Whole Foods Market,westbocaraton,,9560 Glades Road,Boca Raton,FL,33434.0,+1 561-922-5977,Whole Foods,33434,ZCTA5 33434,68342.0,21214.0,64.1,17947.0,5204.0,2971.0,615.0,8790.0,49.0
Whole Foods Market,bocaraton,,1400 Glades Road,Boca Raton,FL,33431.0,+1 561-447-0000,Whole Foods,33431,ZCTA5 33431,101291.0,22488.0,34.7,12855.0,4484.0,1630.0,347.0,6461.0,50.3
Whole Foods Market,,,7395 Boynton Beach Boulevard,Boynton Beach,FL,33437.0,,Whole Foods,33437,ZCTA5 33437,73502.0,38178.0,65.9,32783.0,8081.0,4488.0,775.0,13344.0,40.7
Whole Foods Market,clearwater,,27001 US 19 North,Clearwater,FL,33761.0,+1 727-724-7100,Whole Foods,33761,ZCTA5 33761,66438.0,18558.0,53.0,14781.0,3128.0,1340.0,479.0,4947.0,33.5
Whole Foods Market,coralgables,,6701 Red Road,Coral Gables,FL,33143.0,+1 305-421-9421,Whole Foods,33143,ZCTA5 33143,78525.0,31688.0,40.8,22930.0,7518.0,3677.0,731.0,11926.0,52.0
Whole Foods Market,coralsprings,,810 University Drive,Coral Springs,FL,33071.0,+1 954-796-5800,Whole Foods,33071,ZCTA5 33071,98722.0,39677.0,37.5,26288.0,7244.0,2731.0,397.0,10372.0,39.5
Whole Foods Market,davie,,1903 South University Drive,Davie,FL,33324.0,+1 954-916-3000,Whole Foods,33324,ZCTA5 33324,80348.0,49994.0,38.3,36039.0,9777.0,3962.0,569.0,14308.0,39.7
Whole Foods Market,delraybeach,,680 Linton Boulevard,Delray Beach,FL,33444.0,+1 561-639-5701,Whole Foods,33444,ZCTA5 33444,72869.0,23569.0,41.3,17555.0,3542.0,1167.0,156.0,4865.0,27.7
Whole Foods Market,destin,,4402 Legendary Drive,Destin,FL,32541.0,+1 850-269-7400,Whole Foods,32541,ZCTA5 32541,89826.0,18784.0,42.8,14446.0,4616.0,1616.0,179.0,6411.0,44.4
Whole Foods Market,17thstreet,,501 Southeast 17th Street,Fort Lauderdale,FL,33316.0,+1 954-380-8440,Whole Foods,33316,ZCTA5 33316,93063.0,11304.0,53.3,9469.0,3392.0,1357.0,158.0,4907.0,51.8
Whole Foods Market,fortlauderdale,,2000 Federal Highway,Fort Lauderdale,FL,33304.0,+1 954-398-2000,Whole Foods,33304,ZCTA5 33304,81266.0,18923.0,45.9,15636.0,5201.0,1602.0,259.0,7062.0,45.2
Whole Foods Market,fortmyers,,6891 Daniels Parkway,Fort Myers,FL,33912.0,+1 239-935-6550,Whole Foods,33912,ZCTA5 33912,98293.0,19370.0,59.7,16010.0,4557.0,2035.0,327.0,6919.0,43.2
Whole Foods Market,gainesville,,3490 Southwest Archer Road,Gainesville,FL,32608.0,+1 352-244-8302,Whole Foods,32608,ZCTA5 32608,57249.0,53301.0,29.8,32067.0,8784.0,4971.0,2582.0,16337.0,50.9
Whole Foods Market,jacksonville,,10601 San Jose Boulevard,Jacksonville,FL,32257.0,+1 904-288-1100,Whole Foods,32257,ZCTA5 32257,80644.0,42271.0,42.1,30444.0,7398.0,3066.0,332.0,10796.0,35.5
Whole Foods Market,jacksonvillebeach,,2050 3rd Street South,Jacksonville Beach,FL,32250.0,+1 904-685-7370,Whole Foods,32250,ZCTA5 32250,104943.0,28619.0,42.9,21658.0,6754.0,3332.0,490.0,10576.0,48.8
Whole Foods Market,downtownmiami,,299 Southeast 3rd Avenue,Miami,FL,33131.0,+1 305-995-0600,Whole Foods,33131,ZCTA5 33131,121730.0,22540.0,35.4,18473.0,7467.0,4445.0,411.0,12323.0,66.7
Whole Foods Market,dadeland,,7930 Southwest 104th Street,Miami,FL,33156.0,+1 305-969-5800,Whole Foods,33156,ZCTA5 33156,133862.0,32582.0,42.1,22045.0,6722.0,3634.0,1381.0,11737.0,53.2
Whole Foods Market,,,2910 Biscayne Boulevard,Miami,FL,33137.0,+1-305-509-8200,Whole Foods,33137,ZCTA5 33137,71348.0,25283.0,34.3,19347.0,5472.0,2464.0,495.0,8431.0,43.6
Whole Foods Market,southbeach,,1020 Alton Road,Miami Beach,FL,33139.0,+1 305-532-1707,Whole Foods,33139,ZCTA5 33139,60971.0,35100.0,41.7,28913.0,8427.0,3777.0,702.0,12906.0,44.6
Whole Foods Market,naples,,9101 Strada Place,Naples,FL,34108.0,+1-239-552-5100,Whole Foods,34108,ZCTA5 34108,115182.0,16401.0,67.1,14874.0,5154.0,2271.0,538.0,7963.0,53.5
